Customer ID,Transaction ID,Date,Time,Itemization Type,Category,Item,Gross Sales,Payment Method,Card Brand,Device Name
8NC80EKXDH4JY6J8696K76GDB4,aL5YUXzMs7LXYIdX9RZj2a0eV,2025-06-07,12:40:15,Service,Color,Full color,$100.00,Card,MasterCard,iPhone
363R9RFNCJSD4RKXEZSGY22Y6C,ce8ti8yGvA0XrT00Yt9trLpeV,2025-06-07,11:48:17,Service,Foils,Highlights,$150.00,Card,American Express,iPhone
363R9RFNCJSD4RKXEZSGY22Y6C,ce8ti8yGvA0XrT00Yt9trLpeV,2025-06-07,11:48:17,Service,Haircuts,Men’s Haircut,$25.00,Card,American Express,iPhone
363R9RFNCJSD4RKXEZSGY22Y6C,ce8ti8yGvA0XrT00Yt9trLpeV,2025-06-07,11:48:17,Service,Wax,Full face wax,$120.00,Card,American Express,iPhone
5FRYAV5BHXWKJ50CBQF1B5WHCC,SrhfIOlGSk8CIgNqW3awGCfeV,2025-06-06,18:12:57,Service,None,Deep Conditioner,$25.00,Card,Visa,iPhone
5FRYAV5BHXWKJ50CBQF1B5WHCC,SrhfIOlGSk8CIgNqW3awGCfeV,2025-06-06,18:12:57,Service,Haircuts,Women’s haircut,$60.00,Card,Visa,iPhone
EP8GEJF26PXH0DY5R14Y4P6KXG,EoJMF6Yjbi1KWRlf6yFyKH1eV,2025-06-06,17:16:15,Service,Color,Color Retouch,$70.00,Card,Visa,iPhone
2WEBB58NWAWQKDHCN6QVEVB9MR,i3PzR5iLcjWWlvb0cWdtPe5eV,2025-06-06,17:01:53,Service,Haircuts,Men’s Haircut,$25.00,Card,Visa,iPhone
4X90GQTYSX2V6E9AZY09Z63FXM,KhuvevLQu9KTO2naipLpqNheV,2025-06-06,16:45:30,Service,Haircuts,Men’s Haircut,$25.00,Card,MasterCard,iPhone
RKQT1SQART9JECFW42JWQWE2C0,G9ruC5WrdvLfOIXzOz1jd05eV,2025-06-06,16:25:59,Service,Color,Color Retouch,$70.00,Card,MasterCard,iPhone
RKQT1SQART9JECFW42JWQWE2C0,G9ruC5WrdvLfOIXzOz1jd05eV,2025-06-06,16:25:59,Service,Smoothing,Brazilian Blow Out,$250.00,Card,MasterCard,iPhone
2P60JT1DMVY8VTFZJXYFZT10X4,GJ33DMi5tJEauHcqtkSwLupeV,2025-06-06,14:26:04,Service,Foils,Highlights,$90.00,Card,Visa,iPhone
1D7GH4Y4WDZAZ33WWA22YKVNQC,OLS38K7ZwOEjWT9a9q1hk6oeV,2025-06-06,14:01:39,Service,Color,Color Retouch,$70.00,Card,Visa,iPhone
1D7GH4Y4WDZAZ33WWA22YKVNQC,OLS38K7ZwOEjWT9a9q1hk6oeV,2025-06-06,14:01:39,Service,Styling,Shampoo & blow dry,$50.00,Card,Visa,iPhone
CRDHX7MHN8Q1CY5H7M6289MEBW,g2x8VljF95nVzy3nuwyz4L1eV,2025-06-06,13:18:12,Service,Haircuts,Women’s haircut,$35.00,Card,Visa,iPhone
BGWPAAYR0VAZR9XW1JCPVCB6KW,ivdSspipTYOlbanaBQUK2sxeV,2025-06-06,12:22:11,Service,Color,Color Retouch,$150.00,Card,MasterCard,iPhone
AB5HV3QRWYB9C8AZBG4VDN80ZM,80tSvdPy7jTYajtTJPfycImeV,2025-06-06,11:30:36,Service,Haircuts,Women’s haircut,$35.00,Card,Visa,iPhone
YCPCSVBAB9233BDWGKHZ0ZNM7R,2DKWCyTetOZN3SAMf1PSYv5eV,2025-06-06,10:27:36,Service,Roller sets,Shampoo & set,$25.00,Card,Discover,Kaitlyn's S22+
HD3237PPBVRR923DPEK0Y1QM1M,AUA2ycxefwLM1V6InZUpDm5eV,2025-06-05,17:31:55,Service,Foils,Highlights,$150.00,Card,Visa,iPhone
HD3237PPBVRR923DPEK0Y1QM1M,AUA2ycxefwLM1V6InZUpDm5eV,2025-06-05,17:31:55,Service,Wax,Eyebrow wax,$15.00,Card,Visa,iPhone
HD3237PPBVRR923DPEK0Y1QM1M,AUA2ycxefwLM1V6InZUpDm5eV,2025-06-05,17:31:55,Service,Haircuts,Men’s Haircut,$25.00,Card,Visa,iPhone
KFNV3HFTS2G41TKDBTFF0R3XF4,4ko1KeBKCmOiww2XCw6Yv3neV,2025-06-05,15:52:46,Service,Color,Color Retouch,$70.00,Card,Visa,iPhone
KFNV3HFTS2G41TKDBTFF0R3XF4,4ko1KeBKCmOiww2XCw6Yv3neV,2025-06-05,15:52:46,Service,Haircuts,Women’s haircut,$35.00,Card,Visa,iPhone
KFNV3HFTS2G41TKDBTFF0R3XF4,4ko1KeBKCmOiww2XCw6Yv3neV,2025-06-05,15:52:46,Service,Haircuts,Men’s Haircut,$25.00,Card,Visa,iPhone
HHW9P0CPPE63TF6QHR9NSFV2T4,cuwVLSDBIYxfeIeKc7YTDBweV,2025-06-05,14:36:18,Service,Roller sets,Shampoo & set,$25.00,Card,Visa,iPhone
GP9HAZB7C4E9EMH7Z1B6S9GG0C,Kf9ZPjVP1ygFKmXNjsw7DuieV,2025-06-05,14:23:06,Service,Haircuts,Women’s haircut,$35.00,Card,Visa,iPhone
GP9HAZB7C4E9EMH7Z1B6S9GG0C,Kf9ZPjVP1ygFKmXNjsw7DuieV,2025-06-05,14:23:06,Physical Good,None,Custom Amount,$35.00,Card,Visa,iPhone
"88EPEKNSZZGFDSYYTZ32F8F3Z8, ",mhloPJLCDd9FAF1I2k3GT56eV,2025-06-05,14:21:13,Service,Foils,Highlights,$150.00,Card,Visa,iPhone
"88EPEKNSZZGFDSYYTZ32F8F3Z8, ",mhloPJLCDd9FAF1I2k3GT56eV,2025-06-05,14:21:13,Service,Smoothing,Brazilian Blow Out,$275.00,Card,Visa,iPhone
B4KY03M0Z97SZEF4YC5CSEDGBM,8usnhdFvpugNbpSfHa0mUW3eV,2025-06-05,14:00:30,Service,Styling,Shampoo & blow dry,$30.00,Card,Visa,iPhone
R4QSBBV1E51RQV6AQM2YTBFGE8,yv1Kb2QO8YfFH37dMqu71CleV,2025-06-05,12:19:56,Service,Styling,Formal Hair,$80.00,Card,Visa,iPhone
EJNW4PCKMH3V174GVM1XMKC568,WvwKKQem8mmJR0zdNOI6xppeV,2025-06-04,17:14:34,Service,Haircuts,Women’s haircut,$50.00,Card,American Express,iPhone
RB94WBNFHRY1119760XPZ8Y9ZG,m95DNQGG65ccNpd0630RjNneV,2025-06-04,16:47:44,Service,Color,Color Retouch,$70.00,Card,Visa,iPhone
RB94WBNFHRY1119760XPZ8Y9ZG,m95DNQGG65ccNpd0630RjNneV,2025-06-04,16:47:44,Service,Haircuts,Women’s haircut,$35.00,Card,Visa,iPhone
RB94WBNFHRY1119760XPZ8Y9ZG,m95DNQGG65ccNpd0630RjNneV,2025-06-04,16:47:44,Physical Good,None,Custom Amount,$28.00,Card,Visa,iPhone
36RPSCJZMCE0C2SZ303YE9CN2M,q1sx6Qjvh5EjHrop3Z1GiP1eV,2025-06-04,16:19:14,Service,Color,Color Retouch,$70.00,Card,Visa,iPhone
36RPSCJZMCE0C2SZ303YE9CN2M,q1sx6Qjvh5EjHrop3Z1GiP1eV,2025-06-04,16:19:14,Service,Haircuts,Women’s haircut,$35.00,Card,Visa,iPhone
9QB0PZK3767TFWRKENNEARHNR8,OhXkA0TNTXvjX8WNmr0KsJieV,2025-06-04,14:33:28,Service,Haircuts,Men’s Haircut,$25.00,Card,Visa,iPhone
REGVXAQ2H91B560GQAF7NXB02C,qDpU8hyKqWImkJXtQHzCnuleV,2025-06-04,11:50:47,Service,Color,Color Retouch,$70.00,Card,MasterCard,iPhone
REGVXAQ2H91B560GQAF7NXB02C,qDpU8hyKqWImkJXtQHzCnuleV,2025-06-04,11:50:47,Service,Haircuts,Women’s haircut,$35.00,Card,MasterCard,iPhone
REGVXAQ2H91B560GQAF7NXB02C,qDpU8hyKqWImkJXtQHzCnuleV,2025-06-04,11:50:47,Physical Good,None,Custom Amount,$27.00,Card,MasterCard,iPhone
EDNYATTNFJG935QER6RBT6QATG,69E5OPlpP3WwjQS7mKJM0wteV,2025-06-04,11:19:00,Service,Foils,Highlights,$150.00,Card,Discover,iPhone
EDNYATTNFJG935QER6RBT6QATG,69E5OPlpP3WwjQS7mKJM0wteV,2025-06-04,11:19:00,Service,Wax,Eyebrow wax,$15.00,Card,Discover,iPhone
EDNYATTNFJG935QER6RBT6QATG,69E5OPlpP3WwjQS7mKJM0wteV,2025-06-04,11:19:00,Service,Wax,Lip wax,$15.00,Card,Discover,iPhone
EDNYATTNFJG935QER6RBT6QATG,69E5OPlpP3WwjQS7mKJM0wteV,2025-06-04,11:19:00,Physical Good,None,Joico moisture recovery duo,$37.00,Card,Discover,iPhone
EDNYATTNFJG935QER6RBT6QATG,69E5OPlpP3WwjQS7mKJM0wteV,2025-06-04,11:19:00,Physical Good,None,Shapers Hairspray,$24.00,Card,Discover,iPhone
VXY67GQNJNMSJFDQM8JACXMKNM,iXFiLFLNjsZehIVcqiLcFcveV,2025-06-03,18:23:53,Service,Foils,Highlights,$340.00,Card,Visa,iPhone
P8Y8KZ9DJZD7SY0KX318REXSNC,6LjFk40H3x1EDjFKJ6KMNTzeV,2025-06-03,13:00:53,Service,Haircuts,Men’s Haircut,$25.00,Card,MasterCard,iPhone
4KK36WDRAFTH9N8X8YJC3PK7ZR,atuCeMYyWFWhSRh7dQFrSvleV,2025-06-03,12:19:57,Service,Haircuts,Women’s haircut,$50.00,Card,Visa,iPhone
VG8D1CPBZPRKQ6WNK1FKXCAQY4,WFHkUqnsOhrfpcsgu8mk4AreV,2025-06-03,11:19:57,Service,Color,Color Retouch,$70.00,Card,Visa,iPhone
ZFGH0VERHA8JE7B7WA1NB68AKG,AGlkWYhTsSGVVgkA5tT3B7heV,2025-06-03,11:18:43,Service,Foils,Highlights & low lights,$150.00,Card,Visa,iPhone
ZFGH0VERHA8JE7B7WA1NB68AKG,AGlkWYhTsSGVVgkA5tT3B7heV,2025-06-03,11:18:43,Service,Wax,Eyebrow wax,$15.00,Card,Visa,iPhone
RAMV75BQ3GKMYXJMFX1F3XYPS0,Y6Vkj44LBY3UhO0i6UnZ0B5eV,2025-06-03,11:06:49,Service,Color,Color Retouch,$140.00,Card,MasterCard,iPhone
1FYWBSRA7JWVZ048K2X1D8H3FW,inpGIAwTDIZsGqHtmb0IRaieV,2025-05-31,15:30:17,Service,Styling,Shampoo & set,$0.00,Cash,,Kaitlyn's S22+
J7ZFH0PW316Z99HSYYAYRHN71G,Gz6ShoFcyf851QTmNqdTxcueV,2025-05-31,14:41:25,Service,Color,Color Retouch,$0.00,Cash,Visa,iPhone
J7ZFH0PW316Z99HSYYAYRHN71G,Gz6ShoFcyf851QTmNqdTxcueV,2025-05-31,14:41:25,Service,Haircuts,Women’s haircut,$75.00,Card,Visa,iPhone
J7ZFH0PW316Z99HSYYAYRHN71G,Gz6ShoFcyf851QTmNqdTxcueV,2025-05-31,14:41:25,Service,Styling,"Shampoo, haircut & blow dry",$60.00,Card,Visa,iPhone
J7ZFH0PW316Z99HSYYAYRHN71G,Gz6ShoFcyf851QTmNqdTxcueV,2025-05-31,14:41:25,Physical Good,None,Custom Amount,$28.09,Card,Visa,iPhone
4JSXAP1Y3N9FPSX6G00KYTMNS8,uBPiDmet22sEHIkZBqmbgh5eV,2025-05-31,13:36:37,Service,Haircuts,Women’s haircut,$40.00,Card,Visa,iPhone
G70VX8TR294WQ73QP7GX5Z7YGW,0A1MWCPhZY0biDn5abgEEtyeV,2025-05-31,13:09:46,Service,Color,Color Retouch,$70.00,Card,Discover,iPhone
G70VX8TR294WQ73QP7GX5Z7YGW,0A1MWCPhZY0biDn5abgEEtyeV,2025-05-31,13:09:46,Service,Haircuts,Women’s haircut,$35.00,Card,Discover,iPhone
G33XDR40HN1C3WA4DPTNEW1WY0,O97ji2MA4DqEMqY05vCSPhseV,2025-05-31,12:33:16,Service,Haircuts,Women’s haircut,$0.00,Cash,,Kaitlyn's S22+
J1PSRXH2QS2EX6JZZ582R6C94M,SZo3CTlCxavSUIaN3IPAKeseV,2025-05-31,12:33:03,Service,Haircuts,Women’s haircut,$0.00,Cash,,Kaitlyn's S22+
E7PCC6E64DXQ2H3S9C0BG2D1YW,GtXGRvBrJeun6HFH3KVlKvieV,2025-05-31,11:10:43,Service,Color,Color Retouch,$70.00,Card,Visa,iPhone
E7PCC6E64DXQ2H3S9C0BG2D1YW,GtXGRvBrJeun6HFH3KVlKvieV,2025-05-31,11:10:43,Service,Haircuts,Women’s haircut,$35.00,Card,Visa,iPhone
EAVS1X72B50RK2MH63MH1CV1SG,mFtZwisyHjD3lYf9otdDYPweV,2025-05-31,11:01:54,Service,Haircuts,Women’s haircut,$0.00,Cash,,iPhone
3ZYCWCBY1FJ81GW4B0RTSZ0A18,6HD2S5ZJCcBErB3IkTjMBJjeV,2025-05-31,10:37:18,Service,Haircuts,Women’s haircut,$135.00,Card,MasterCard,iPhone
FAFE4P4SAYAMKWJ143597HBSSW,CTtpAAcW1R5HVOaXiRMnJF8eV,2025-05-30,18:04:29,Service,Styling,"Shampoo, haircut & blow dry",$50.00,Card,Visa,iPhone
S8XGTPEXAX5QQ1TYTJB3E1636C,A0cuBHLdoU72CIpT4mILKcveV,2025-05-30,17:41:55,Service,Color,Color Retouch,$70.00,Card,Visa,iPhone
S8XGTPEXAX5QQ1TYTJB3E1636C,A0cuBHLdoU72CIpT4mILKcveV,2025-05-30,17:41:55,Service,Haircuts,Women’s haircut,$35.00,Card,Visa,iPhone
", , B44TW0VF2HYMC3RKAF96MPQJ9G",IGVD3xSnjh9v3oLT3jJpAOheV,2025-05-30,17:15:30,Service,Foils,Highlights,$140.00,Card,"Visa, Visa",iPhone
", , B44TW0VF2HYMC3RKAF96MPQJ9G",IGVD3xSnjh9v3oLT3jJpAOheV,2025-05-30,17:15:30,Physical Good,None,Matrix unbreak my blonde conditioner,$52.00,Card,"Visa, Visa",iPhone
5Q3860KSKH1EQ2B5ZW2DP2D6S0,wcIMv5gljBHwTk50AUhPpzkeV,2025-05-30,16:48:15,Service,Styling,Shampoo & blow dry,$0.00,Cash,,iPhone
RQZWV99MX3MDXA8F807TEDGDYG,UQHjNMnGs1wpUDtCMEcOoPleV,2025-05-30,15:32:45,Service,Color,Full color,$200.00,Card,Visa,iPhone
7FYK786NWGR7FVY2QZACQ7F8ZM,sOi8v5Mi1Fn1XjK7WR0UkPqeV,2025-05-30,14:46:55,Service,Color,Color Retouch,$0.00,Cash,,iPhone
7FYK786NWGR7FVY2QZACQ7F8ZM,sOi8v5Mi1Fn1XjK7WR0UkPqeV,2025-05-30,14:46:55,Service,Haircuts,Women’s haircut,$0.00,Cash,,iPhone
PPMXA1P0QFS39DF7D575KES6J0,udrJz2YgVLd6X4i38wI1D1AfV,2025-05-30,14:46:23,Service,Haircuts,Women’s haircut,$0.00,Cash,,iPhone
F6CE191FTDGTMVHT9X9Y2ZHJT8,oIwghBFSZGQhO5GMSxEa7DweV,2025-05-30,12:43:28,Service,Color,Color Retouch,$70.00,Card,Visa,iPhone
F6CE191FTDGTMVHT9X9Y2ZHJT8,oIwghBFSZGQhO5GMSxEa7DweV,2025-05-30,12:43:28,Service,Haircuts,Women’s haircut,$15.00,Card,Visa,iPhone
4YYBZ8V7653YH121DGGHP9QDHM,eLQG1FAxK4em7cn7mgcRu17eV,2025-05-30,10:53:04,Service,Styling,Shampoo & blow dry,$20.00,Card,Visa,iPhone
GJA0CJBAWN4J96S7QDSAHNX8FW,Ye34lMV5oYvYovguiNVfOj2eV,2025-05-30,10:36:26,Service,Foils,Highlights,$145.00,Card,Visa,iPhone
YCPCSVBAB9233BDWGKHZ0ZNM7R,AU2zh1qwCJd1EhrrrnZALe5eV,2025-05-30,10:34:23,Service,Roller sets,Shampoo & set,$25.00,Card,Discover,iPhone
KP9S48HN30DK2C4Z1M1PKTC24R,2zKqs9yYwtEvCeDEEyRYF4weV,2025-05-29,17:55:35,Service,Color,Color Retouch,$90.00,Card,Visa,iPhone
KP9S48HN30DK2C4Z1M1PKTC24R,2zKqs9yYwtEvCeDEEyRYF4weV,2025-05-29,17:55:35,Physical Good,None,Custom Amount,$33.00,Card,Visa,iPhone
KP9S48HN30DK2C4Z1M1PKTC24R,2zKqs9yYwtEvCeDEEyRYF4weV,2025-05-29,17:55:35,Physical Good,None,Custom Amount,$32.00,Card,Visa,iPhone
3VPTJA4F3H6WN98XB934R7KYTR,Qk0GcZcU4vnWdX7ImpW7Sz8eV,2025-05-29,17:15:02,Service,Foils,Highlights,$140.00,Card,Visa,iPhone
3VPTJA4F3H6WN98XB934R7KYTR,Qk0GcZcU4vnWdX7ImpW7Sz8eV,2025-05-29,17:15:02,Service,Wax,Eyebrow wax,$15.00,Card,Visa,iPhone
F59EBEFBM0G4FMW9YHVJ8H64QW,u34LGvkfUVL8Yn0wfoHYphmeV,2025-05-29,15:34:09,Service,Haircuts,Women’s haircut,$50.00,Card,Visa,iPhone
QYCKARGCFX16F0P75S8MCRXGCC,88rbz093yHZX1ks675dQE7jeV,2025-05-29,15:10:49,Service,Color,Color Retouch,$70.00,Card,Visa,iPhone
QYCKARGCFX16F0P75S8MCRXGCC,88rbz093yHZX1ks675dQE7jeV,2025-05-29,15:10:49,Service,Haircuts,Women’s haircut,$35.00,Card,Visa,iPhone
HHW9P0CPPE63TF6QHR9NSFV2T4,IS1mIww56mntExZQ5zwmNi3eV,2025-05-29,14:46:11,Service,Color,Full color,$80.00,Card,Visa,iPhone
HHW9P0CPPE63TF6QHR9NSFV2T4,IS1mIww56mntExZQ5zwmNi3eV,2025-05-29,14:46:11,Service,Styling,Shampoo & set,$0.00,Cash,Visa,iPhone
YM1C1CW7FMVARS8JTYJSG4ZYWW,kGe7RAhfggeugRnXOYBjuo6eV,2025-05-29,13:30:24,Service,Haircuts,Women’s haircut,$35.00,Card,Visa,iPhone
YM1C1CW7FMVARS8JTYJSG4ZYWW,kGe7RAhfggeugRnXOYBjuo6eV,2025-05-29,13:30:24,Service,Wax,Eyebrow wax,$15.00,Card,Visa,iPhone
KM8RKTV9YJA4RME04B059CWR44,G3qjwZVMUDc2hSdnSfa0VZ6eV,2025-05-29,12:54:04,Service,Color,Color Retouch,$90.00,Card,Visa,iPhone
KM8RKTV9YJA4RME04B059CWR44,G3qjwZVMUDc2hSdnSfa0VZ6eV,2025-05-29,12:54:04,Service,Haircuts,Women’s haircut,$30.00,Card,Visa,iPhone
ZNX7F3BSH1SE70M7F0BCCWS2N4,YkUtjFbOHPjiFwABmHDZyQfeV,2025-05-29,12:07:49,Service,Haircuts,Women’s haircut,$50.00,Card,Visa,iPhone
PBF5DK3J3BQ1QPMX14XGGTWN2R,SPBmgI28XjCIWA2D8p47pGheV,2025-05-29,10:24:24,Service,Foils,Highlights,$0.00,Cash,,iPhone
WV2V6Q0D2KWKYXR8X6ECNN1R6W,atUtu2owagcIdWcJh4cdDpoeV,2025-05-28,15:15:22,Service,Haircuts,Women’s haircut,$50.00,Card,Visa,iPhone
WV2V6Q0D2KWKYXR8X6ECNN1R6W,atUtu2owagcIdWcJh4cdDpoeV,2025-05-28,15:15:22,Service,Haircuts,Men’s Haircut,$25.00,Card,Visa,iPhone
WV2V6Q0D2KWKYXR8X6ECNN1R6W,atUtu2owagcIdWcJh4cdDpoeV,2025-05-28,15:15:22,Physical Good,None,Custom Amount,$27.00,Card,Visa,iPhone
M5A8K22FW4P28P73PYB262TV8W,CnrdHFAcqqn9kQCGIfOzu65eV,2025-05-28,14:12:21,Service,Foils,Highlights,$150.00,Card,Visa,iPhone
M5A8K22FW4P28P73PYB262TV8W,CnrdHFAcqqn9kQCGIfOzu65eV,2025-05-28,14:12:21,Service,Smoothing,Brazilian Blow Out,$250.00,Card,Visa,iPhone
7W5G9WWJ6XP5G3PNHXQEZY4BG4,sIj44LGvrY5i9t0Ft3oGqkneV,2025-05-28,9:30:10,Service,Haircuts,Men’s Haircut,$0.00,Cash,,iPhone
4E81DHY0JSTZHS9RQ3SWN4Q2P4,s8fRicjE7PGMFei0vTq50cteV,2025-05-27,18:29:28,Service,Haircuts,Men’s Haircut,$25.00,Card,Discover,iPhone
4E81DHY0JSTZHS9RQ3SWN4Q2P4,s8fRicjE7PGMFei0vTq50cteV,2025-05-27,18:29:28,Service,Haircuts,Men’s Haircut,$25.00,Card,Discover,iPhone
4E81DHY0JSTZHS9RQ3SWN4Q2P4,s8fRicjE7PGMFei0vTq50cteV,2025-05-27,18:29:28,Service,Haircuts,Men’s Haircut,$25.00,Card,Discover,iPhone
2S50NQAH3S2597E5PRYCVR3SNW,wORwvo3S5UAQhkBANY8kaC9eV,2025-05-27,17:39:10,Service,Color,Color Retouch,$70.00,Card,MasterCard,iPhone
2S50NQAH3S2597E5PRYCVR3SNW,wORwvo3S5UAQhkBANY8kaC9eV,2025-05-27,17:39:10,Service,Haircuts,Women’s haircut,$35.00,Card,MasterCard,iPhone
E1AQH7MNYQ3Y7RTH68VZD9ZNP4,0WuVt5xZtr8tT8GgSVUlpYgeV,2025-05-27,17:25:56,Service,Color,Color Retouch,$115.00,Card,Visa,Kaitlyn's S22+
E1AQH7MNYQ3Y7RTH68VZD9ZNP4,0WuVt5xZtr8tT8GgSVUlpYgeV,2025-05-27,17:25:56,Service,Wax,Eyebrow wax,$15.00,Card,Visa,Kaitlyn's S22+
E1AQH7MNYQ3Y7RTH68VZD9ZNP4,0WuVt5xZtr8tT8GgSVUlpYgeV,2025-05-27,17:25:56,Service,Wax,Lip wax,$15.00,Card,Visa,Kaitlyn's S22+
9930AW6Y2C6PVWM0JZS61GW3HR,s66fuMoXI0DoWvovtmoTq7keV,2025-05-27,16:30:04,Service,Haircuts,Men’s Haircut,$25.00,Card,Visa,iPhone
RBD2Q1HCADTM3KRXDMKNVQWRB8,MiIaVDgFXP9B1R0xgC9JbpweV,2025-05-27,16:03:11,Service,Haircuts,Men’s Haircut,$25.00,Card,Visa,Kaitlyn's S22+
RBD2Q1HCADTM3KRXDMKNVQWRB8,MiIaVDgFXP9B1R0xgC9JbpweV,2025-05-27,16:03:11,Service,Haircuts,Women’s haircut,$35.00,Card,Visa,Kaitlyn's S22+
B4KY03M0Z97SZEF4YC5CSEDGBM,6rj5SUCnetlnr7aBzC2mic3eV,2025-05-27,15:37:51,Service,Color,Color Retouch,$70.00,Card,Visa,iPhone
B4KY03M0Z97SZEF4YC5CSEDGBM,6rj5SUCnetlnr7aBzC2mic3eV,2025-05-27,15:37:51,Service,Haircuts,Women’s haircut,$20.00,Card,Visa,iPhone
XSP9XA4TAN2WN8EQP7J180B25R,2BvJKerXcyHzD8rugqqU19meV,2025-05-27,13:29:43,Service,Styling,Shampoo & blow dry,$50.00,Card,Visa,iPhone
7NEWD0CWXPYY6HZNH82216G44R,cW4vXqkwCIZa9tkV2jzLZlueV,2025-05-27,11:56:23,Service,Haircuts,Women’s haircut,$35.00,Card,Visa,iPhone
7NEWD0CWXPYY6HZNH82216G44R,cW4vXqkwCIZa9tkV2jzLZlueV,2025-05-27,11:56:23,Physical Good,None,Custom Amount,$27.00,Card,Visa,iPhone
WSW60K6Y4X2HV1THDKZBBD1WZM,U0fYMvpFtIxjN5ZErOb0B7seV,2025-05-27,11:33:29,Service,Color,Color Retouch,$70.00,Card,Visa,iPhone
WSW60K6Y4X2HV1THDKZBBD1WZM,U0fYMvpFtIxjN5ZErOb0B7seV,2025-05-27,11:33:29,Service,Haircuts,Women’s haircut,$35.00,Card,Visa,iPhone
HVZ9CWCYRMQ5E3ECK7C3CZJRSM,UK0RW54kzFu0fDtJpyD80WkeV,2025-05-27,10:19:55,Service,Haircuts,Women’s haircut,$35.00,Card,Visa,iPhone
6H678NQ8YJ68R5WBTYTGVGVHER,e3ov7YVD5DZZy2WSC15UNSgeV,2025-05-24,15:04:42,Service,Haircuts,Men’s Haircut,$25.00,Card,MasterCard,iPhone
2ZDA5FTKR19PSVZTPEV3CHVV3G,8mm0U9MMo03toOdGyhDN33leV,2025-05-24,14:31:07,Service,Haircuts,Child Haircut,$25.00,Card,MasterCard,iPhone
2ZDA5FTKR19PSVZTPEV3CHVV3G,8mm0U9MMo03toOdGyhDN33leV,2025-05-24,14:31:07,Service,Haircuts,Child Haircut,$25.00,Card,MasterCard,iPhone
2ZDA5FTKR19PSVZTPEV3CHVV3G,8mm0U9MMo03toOdGyhDN33leV,2025-05-24,14:31:07,Service,Haircuts,Child Haircut,$25.00,Card,MasterCard,iPhone
MMBYZ3VH5JMB6J0QD6KHG4M0J8,mvES4c8YPdeyOhsbQ4r4r76eV,2025-05-24,13:06:11,Service,Haircuts,Men’s Haircut,$0.00,Cash,,iPhone
AE21GXXEXR6RQWQ0A202GGMK08,SFUuUNXTFxp4RWlLnksiV94eV,2025-05-24,12:50:53,Service,Foils,Highlights,$140.00,Card,Discover,iPhone
AE21GXXEXR6RQWQ0A202GGMK08,SFUuUNXTFxp4RWlLnksiV94eV,2025-05-24,12:50:53,Physical Good,None,Custom Amount,$27.00,Card,Discover,iPhone
FRQR1BCAM13TD672AY632FB60M,eRHmiO8rh661PHcyOjJ2QseeV,2025-05-24,12:11:44,Service,Color,Color Retouch,$70.00,Card,Visa,iPhone
FRQR1BCAM13TD672AY632FB60M,eRHmiO8rh661PHcyOjJ2QseeV,2025-05-24,12:11:44,Service,Haircuts,Women’s haircut,$35.00,Card,Visa,iPhone
29SF00Y7SBEM5HHQFK6W29ZTKG,6jvZq8rDyFtFQBGc2fNe8J1eV,2025-05-24,9:59:52,Service,Haircuts,Women’s haircut,$0.00,Cash,,iPhone
4YYBZ8V7653YH121DGGHP9QDHM,EqkJZWpPSyjSTbW8R33YzR4eV,2025-05-24,9:20:27,Service,Styling,Shampoo & blow dry,$20.00,Card,Visa,iPhone
JDNQ2GN3CC4WBQMA39016F79SM,06YXWAlZci3m6tJaCtOPwO8eV,2025-05-23,18:54:15,Service,Smoothing,Brazilian Blow Out,$200.00,Card,Visa,iPhone
QN7KWKE5DPZHSCJJPWKVV4B8R0,iDfYDo92Cr0MBwMOssHIZr9eV,2025-05-23,17:01:00,Service,Styling,"Shampoo, haircut & blow dry",$50.00,Card,Visa,iPhone
QN7KWKE5DPZHSCJJPWKVV4B8R0,iDfYDo92Cr0MBwMOssHIZr9eV,2025-05-23,17:01:00,Service,Wax,Eyebrow wax,$15.00,Card,Visa,iPhone
1D0D3QANFN495E9S264HEHTDE0,co5xwRQu0iy8sxP5CuFVq1qeV,2025-05-23,16:09:45,Service,Haircuts,Men’s Haircut,$25.00,Card,Visa,iPhone
TVP3WG6KZ8PQHGQ7FN6TPNNW2M,qV4PGm7MExtMaS1aZGyIMe2eV,2025-05-23,15:25:56,Service,Foils,Highlights,$150.00,Card,Visa,Kaitlyn's S22+
HMC4VSE3SY7AC1FZT3EDZB8K94,2bQraQZ3Q4JBYrtTQDuzS5qeV,2025-05-23,15:01:39,Service,Haircuts,Women’s haircut,$50.00,Card,MasterCard,iPhone
HMC4VSE3SY7AC1FZT3EDZB8K94,2bQraQZ3Q4JBYrtTQDuzS5qeV,2025-05-23,15:01:39,Physical Good,None,Custom Amount,$27.00,Card,MasterCard,iPhone
P3TNJ2SE6M3FCMZPSQYQZJTKJC,WPqfofwoa5Lk6imO1997OzqeV,2025-05-23,12:46:33,Service,Haircuts,Women’s haircut,$40.00,Card,Visa,iPhone
TYFB9TDKNP37JBQBP0EV700E78,i1AW4IB8WAB4HwMibj0DKb2eV,2025-05-23,12:32:53,Service,Styling,Formal Hair,$210.00,Card,Visa,iPhone
YCPCSVBAB9233BDWGKHZ0ZNM7R,SFa9kIcwoWnXc44ww0LQoQxeV,2025-05-23,10:23:51,Service,Roller sets,Shampoo & set,$25.00,Card,Discover,iPhone
